case_order,UID,area,TimeZone,job,children,age,income,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,port_modem,tablet,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,bandwidth_gb_year,timely_response,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,active_listening,contract_One year,contract_Two Year,internet_service_Fiber Optic,gender_Male,gender_Nonbinary,churn_Yes,log_monthly_charge
4155,ba54bb0a257468df5ecfec9bfdd74180,Rural,America/Chicago,Special educational needs teacher,1,34,22447.98,10.72646,12,0,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),-1.1549223151444428,0.22921673840157164,-1.2053143743781638,5,3,4,4,4,4,3,4,False,False,True,False,False,True,0.20637716849482923
4156,08f9f65a299633a6d240f415ca416745,Rural,America/Denver,"Programmer, applications",1,52,37438.69,10.95022,14,0,1,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Credit Card (automatic),-1.212737268864666,0.11704408391140037,-1.2074679096350276,4,5,5,4,4,5,3,4,False,True,False,False,False,True,0.11068598565690048
4157,d590a55a421a3ba87b9a6a7f06cba7e9,Rural,America/Los_Angeles,Media buyer,0,69,18370.06,5.139013,10,1,0,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),-1.0834524735859186,-0.7597297815652034,-1.0670229475172086,4,4,4,3,3,4,3,3,False,False,False,False,False,True,-1.4259910788566266
4158,4e2be22d3a73b0bdcffc0e71f732ccd1,Rural,America/Chicago,Plant breeder/geneticist,1,32,11091.57,7.74801,10,2,0,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Credit Card (automatic),-1.1601099086122468,-1.3427513916566918,-1.2958842148815253,4,4,3,3,2,4,3,3,False,False,False,False,False,True,
4159,c71e719e00bcdd001759456055cc7207,Rural,America/North_Dakota/New_Salem,Translator,0,53,45396.13,8.011715,13,2,1,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,-0.6391390205709281,-0.002827515848338073,-0.7510753411664702,1,2,1,3,3,1,2,3,False,True,False,False,False,False,-0.0028315208224744654
4160,01312f67f2b1770da49a33df9ff905c3,Rural,America/Chicago,Ceramics designer,2,83,125288.6,11.55733,12,1,0,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),-1.2290931891918717,-0.003507519483762699,-1.3857687457204317,4,3,4,5,2,4,5,5,False,False,True,False,False,True,-0.003513685252151122
4161,a3b214131874dd5854ee87985f337101,Rural,America/New_York,Chartered legal executive (England and Wales),4,88,47792.78,9.011614,7,3,0,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Electronic Check,-1.202280241627938,0.22889536682044626,-1.3064801279515048,5,4,2,4,4,3,4,4,False,False,True,True,False,True,0.2061156901169524
4162,539df36b66f3bf978b87eaa23a457562,Suburban,America/Chicago,Technical author,0,77,70094.06,13.60726,10,0,1,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Mailed Check,-1.1116885876800957,-1.8669750435678607,-1.2133285659967339,4,4,4,5,2,5,3,4,False,False,False,False,False,False,
4163,d5ae6b31f1d14300368430c123fc0237,Suburban,America/Denver,Archaeologist,1,82,43447.28,5.443862,13,2,0,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),-0.8800233153739215,1.106344578373327,-0.9180485408394907,4,5,4,4,4,5,4,3,True,False,True,False,False,False,0.7449540177891257
4164,bc52db6e23a9bc84fb5a7390f1be66a1,Urban,America/New_York,Professor Emeritus,3,23,21308.46,10.02203,10,2,0,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),-0.9075623497868401,-1.343098379813124,-0.8069867597850772,3,3,3,4,3,2,5,1,False,False,False,True,False,False,
4165,e131122ba552dc2729bf7e45a71b6fc2,Rural,America/Chicago,Armed forces logistics/support/administrative officer,0,79,12547.26,8.426711,19,0,1,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),-0.9806430913574746,0.2870170474126589,-0.8973396324925391,3,3,3,1,3,4,4,5,False,False,False,True,False,True,0.2523271743791459
4166,b6f3cee144a72beb4a64fcc8dddb2e44,Urban,America/New_York,"Surveyor, planning and development",3,67,29318.96,14.74096,15,1,0,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Bank Transfer(automatic),-1.1310611778128177,-0.4684530188665829,-1.1470454023162888,2,4,2,3,3,3,3,3,False,False,False,True,False,True,-0.6319636916288709
4167,ee14a7d277daa6c106b859dfb35431e9,Urban,America/Chicago,"Therapist, occupational",3,26,25502.9,8.709293,12,1,0,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Bank Transfer(automatic),-1.0937213135128625,-1.109992202077757,-1.00614758804403,2,3,3,3,6,1,2,2,False,False,False,True,False,True,
4168,325e318e4809e9d5f4eacc725fc7d04f,Suburban,America/Chicago,"Surveyor, rural practice",1,31,88981.56,1.276438,10,0,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Electronic Check,-0.5995300545025355,-0.5270847021853636,-0.6501499783423708,3,4,2,3,3,3,1,2,False,False,False,False,False,False,-0.7488389809135976
4169,af26068ec8f59188a213d9c5656146e6,Suburban,America/New_York,"Doctor, hospital",5,78,41521.95,8.8086,12,1,0,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),-1.0432377985236545,-1.1089069907965659,-1.1938559623456373,5,4,4,6,3,4,5,4,False,False,False,False,False,True,
4170,f3e9897ffea1ad7e3148e09abe778402,Suburban,America/Chicago,Research scientist (life sciences),0,78,938.81,10.48756,17,0,1,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Mailed Check,-0.8928413067133851,0.22921673840157164,-1.0040369654810104,3,3,2,5,3,3,3,3,False,False,True,True,False,True,0.20637716849482923
4171,9e3e966a94dcb557af0e27a1f478c27b,Urban,America/New_York,Chiropractor,2,58,51755.55,7.527191,12,1,0,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,-1.0283384388976204,-1.109992202077757,-1.0410782015010214,3,4,4,3,3,3,3,2,False,False,False,False,False,False,
4172,c204305115a20e683e97c6b5d0393bd8,Rural,America/Denver,Pensions consultant,7,39,23042.88,10.52017,11,2,0,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Mailed Check,-1.1143031659507194,-1.1099083660131157,-1.247538427170331,4,5,5,3,4,3,3,3,False,False,True,False,False,False,
4173,4e384b5df3c93d3b6ce7e9bdcbc637f0,Rural,America/New_York,Sub,3,36,98147.26,8.776288,7,1,0,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Bank Transfer(automatic),-0.367904983786052,-1.575012222406925,-0.4838971367070541,3,4,5,4,4,5,3,3,False,False,False,False,False,False,
4174,50e17163de29a7bbca3494351518dc86,Urban,America/Chicago,"Psychologist, counselling",1,22,58006.93,12.05053,11,3,2,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Electronic Check,-0.9155743034801259,-1.3423322113334848,-1.066509937085639,3,3,4,4,3,3,3,4,True,False,False,False,False,False,
4175,b32894c95d6113b7622a6d118ee1e74c,Urban,America/Los_Angeles,Acupuncturist,1,40,17275.92,9.099318,12,0,1,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Credit Card (automatic),-1.2151411197056037,-0.9935206204951417,-1.1177232716739178,5,4,5,2,3,4,4,5,True,False,False,False,False,True,-5.039130528625894
4176,5ced68be585f8efd787151b2a5ab14fc,Urban,America/Chicago,Pensions consultant,4,32,44106.66,13.34936,15,0,0,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Mailed Check,-0.7872809331061197,-1.109992202077757,-0.6972308627798912,5,5,5,4,2,5,4,5,False,False,False,True,False,False,
4177,316bc9f257d61f5a2b0a9cddf97751d5,Urban,America/New_York,Industrial buyer,0,82,29556.6,8.367848,12,0,0,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Bank Transfer(automatic),-0.9615050168011134,-0.061729337597630315,-1.1507978060281014,3,4,4,4,3,4,5,5,False,False,True,False,False,False,-0.06371681893145507
4178,963c9acb0d2faacbeab6a28edd5cb5fb,Suburban,America/New_York,Careers adviser,4,64,52638.57,7.121593,12,0,0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Mailed Check,-1.2450242509503242,1.3979007946207522,-1.1177487597150175,5,5,5,5,2,4,4,3,False,True,False,True,False,True,0.8745936856998304
4179,8d49cff2ebdfe2784fb1fd4bf30b9b37,Urban,America/Chicago,"Radiographer, therapeutic",0,22,26998.56,14.63594,13,0,1,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),-0.31840029997687525,-0.7600837560603557,-0.355015185472117,3,3,3,2,4,3,1,1,False,False,False,True,False,False,-1.4274654001339038
4180,579e3ffebe742b7a44865dc616e976eb,Urban,America/Chicago,General practice doctor,2,59,11109.83,10.46768,11,1,1,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,-0.9861482509105396,0.8147138411795543,-0.9921050228673187,3,3,3,3,4,2,4,3,False,True,True,True,False,False,0.5959277920247019
4181,0d813781ca2ae8812e0af99e86d1b8c6,Suburban,America/Denver,"Engineer, broadcasting (operations)",3,79,86060.95,13.53186,9,1,1,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),-0.8384995736836691,1.1644662589655397,-0.5904298283019173,4,4,4,4,4,3,4,4,False,False,False,True,False,True,0.7721737994048892
4182,569fafbf8b7f1e3d2f47fb3c8ac8d8ec,Suburban,America/New_York,Operational investment banker,0,41,60646.06,17.44644,13,4,1,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Electronic Check,-1.1207285750634668,-0.4691330225020069,-1.1729809236239943,4,4,4,4,2,3,4,4,False,False,True,True,False,False,-0.6332438023103216
4183,aa853396c92a902d4c580af20a72d766,Urban,America/Chicago,"Surveyor, minerals",0,50,7826.14,6.754316,8,1,2,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,-1.2079249154466367,0.5822876670796121,-1.2230613580517378,3,3,3,5,4,4,4,2,False,False,False,False,True,True,0.45887169041274206
4184,2824b7a72a87ab797d021b5295a5bf04,Rural,America/Los_Angeles,"Pharmacist, community",3,27,49626.73,14.07334,11,0,1,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Credit Card (automatic),-0.9587194588625769,0.054611832328876474,-0.7496924027923565,3,3,3,3,3,3,2,2,False,False,False,True,False,True,0.05317276778282632
4185,594a675d17d59605229a5fa212f375eb,Suburban,America/New_York,Telecommunications researcher,3,44,62383.84,0.9003326,12,2,0,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),-1.0670562760310358,-0.06257468458276387,-1.1521913554002738,3,4,4,2,5,3,3,3,False,True,True,False,True,False,-0.06461818786582882
4186,a43e0ad44220beac2dd301080bab02e1,Urban,America/New_York,"Conservation officer, historic buildings",3,82,52312.84,3.075427,16,1,0,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,-1.0305550100846088,1.5716952854019142,-1.0236281362697373,4,4,5,3,4,3,5,2,False,False,True,True,False,True,0.9445653255628306
4187,bc50dcf251d8974e740339f155dca5ec,Rural,America/Chicago,Advice worker,0,76,32125.5,16.15631,12,2,0,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),-1.1837259032304432,-0.06257468458276387,-1.3187355833619432,5,3,4,4,3,6,4,4,False,True,True,True,False,False,-0.06461818786582882
4188,567484451de0b9186d3d74e51f74cfb6,Rural,America/Phoenix,Social researcher,0,73,50730.53,14.22008,10,0,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,-1.193018370211909,0.22873700980945702,-1.359125633116755,4,4,4,5,3,6,5,4,True,False,True,False,False,False,0.20598682054905917
4189,f7a3dae724e24dc71a6a456446af6fbb,Urban,America/New_York,Administrator,4,69,24641.27,13.25877,10,0,0,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Mailed Check,-1.0491979583829925,0.2291631764713843,-1.0941694765847192,1,2,3,3,3,3,3,4,False,False,True,True,False,True,0.2063335935128895
4190,58cc1d8f96b0d61b352205cb3f5477cc,Urban,America/Chicago,Wellsite geologist,4,24,29303.95,3.929938,14,2,0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),-1.092121532284731,0.05433703633921875,-0.8365590251545683,3,2,2,3,5,2,1,3,False,True,False,True,False,False,0.052912167826805155
4191,00934f638c9362b705bcc13d6cf0bcb9,Suburban,America/Chicago,Adult guidance worker,3,83,12711.69,21.20723,12,0,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Mailed Check,-1.071836785856855,0.5789155942573697,-0.8805052893350509,4,5,4,4,4,3,4,4,False,False,False,True,False,True,0.4567382786562327
4192,d8f42129aefe8ea655c2e0e5d24cb4fc,Suburban,America/Denver,"Producer, television/film/video",0,36,28799.35,11.44896,11,3,1,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Credit Card (automatic),-0.420764968665176,-0.23653917627278173,-0.28373778502060915,4,5,4,2,4,4,3,3,False,False,False,True,False,True,-0.2698934670646566
4193,96ebe6806ef31f5e3056d02fb1d42632,Urban,America/New_York,Airline pilot,3,39,100585.1,11.01403,10,0,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,-1.1503194033103332,-0.8183614648839842,-1.082212013941798,4,5,4,3,3,4,3,3,True,False,False,False,True,False,-1.7057366375502903
4194,359d8c35896bd3d4b71483202d945664,Suburban,America/Denver,"Psychologist, clinical",2,53,68697.59,9.186841,10,2,0,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),-1.1741614420504307,0.6402672921178489,-0.9783103807977925,4,5,4,4,4,3,4,3,False,False,False,True,False,True,0.49485921155450946
4195,a35cdfff82265fb55478532fbdd19c4b,Suburban,America/New_York,"Conservator, museum/gallery",1,75,24385.38,11.77549,11,1,0,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Electronic Check,-1.2397967206257812,1.9222138716675392,-1.1648053291010543,5,6,5,2,3,3,3,3,False,False,False,True,False,True,1.0723415042391524
4196,cdc1a8d1ae4bc5cc25cc97557b1829d8,Suburban,America/Los_Angeles,IT trainer,0,41,77706.42,11.85505,9,0,0,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Mailed Check,-0.4213602396169453,2.154637716987908,-0.3809577454039583,5,4,5,3,4,4,4,5,True,False,True,False,False,True,1.148873661186888
4197,00aad630be55af8dbf96e5b540d79fcd,Urban,America/Detroit,"Engineer, maintenance",3,61,26393.26,9.238425,13,0,1,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),-0.6934141921727462,1.5716952854019142,-0.6578496433574657,4,3,5,3,3,4,4,4,False,True,True,True,False,False,0.9445653255628306
4198,dd8636957e0e670714bcfab503fe63cb,Rural,America/Chicago,"Teacher, music",0,45,26053.32,11.25811,17,1,1,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Mailed Check,-0.772392351893126,0.7534739247385972,-0.8335345461146685,5,6,5,4,4,5,5,5,False,False,True,True,False,True,0.5615989200789742
4199,54828beae1aad7e0d760061c026a4500,Suburban,America/Detroit,Architectural technologist,1,82,28423.59,2.478962,13,2,1,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Mailed Check,-1.1127698326935063,-0.9348889371763602,-1.044825121239261,3,2,4,3,4,4,2,2,True,False,False,False,False,False,-2.731660808358073
4200,3c453f217a5064081bffbce1f7483548,Rural,America/Phoenix,"Secretary, company",2,87,3168.14,13.6307,11,0,1,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Mailed Check,-1.1310892395057155,-0.06257468458276387,-1.2925319169575316,4,4,4,3,3,3,4,5,False,True,True,False,False,False,-0.06461818786582882
4201,6b0cbbd750558b8f3731e2e726ce2067,Rural,America/Denver,Ship broker,2,54,36821.9,13.84738,15,1,1,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,-1.2499971838131576,0.6409193503983929,-1.1903110311721397,3,2,2,3,5,3,3,4,False,True,False,False,False,True,0.4952566642813239
4202,5d4002f4ab04b10b713b323d967d1dca,Rural,America/Chicago,Games developer,8,20,2246.27,7.662995,17,1,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),-1.0079437526567336,-0.1780658499649902,-0.6851186842161222,3,4,2,4,4,3,3,4,False,False,False,True,False,True,-0.19609499658135032
4203,cd784f9b6670bcce6a11eeb4905af496,Urban,America/Chicago,Charity fundraiser,2,49,46328.01,4.370972,18,1,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),-1.1966040267689735,-0.8183614648839842,-1.1554424316241416,5,6,6,4,3,5,3,5,False,False,False,False,False,True,-1.7057366375502903
4204,ead61f255dbb48537209e3d768892caf,Urban,America/Denver,Sports therapist,1,53,35207.0,6.636853,18,0,0,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Mailed Check,-0.5688683058273813,0.8147138411795543,-0.6049966619928846,3,4,2,5,2,3,3,4,False,False,True,False,False,True,0.5959277920247019
4205,e896d1698e4b13c3372956c11dc92a75,Suburban,America/Chicago,Accommodation manager,0,75,47915.97,8.648062,13,0,0,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),-1.2602122829508724,-1.2265220031497068,-1.2335623519984045,4,4,4,2,4,3,4,5,False,True,False,False,False,False,
4206,656cc7804d0d5809379092a504008309,Rural,America/New_York,Futures trader,3,57,11121.39,8.962651,11,1,0,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,-1.1517041835625557,2.212757068800547,-0.833053854219559,2,3,2,3,4,4,3,4,False,False,False,True,False,True,1.167129468436308
4207,b5c29697df99d07ea9f78a498c41f438,Urban,America/Detroit,Quarry manager,0,67,39149.61,10.34257,16,1,0,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),-1.1248187748077965,-1.1095869944319905,-1.3239478171778696,3,2,2,5,1,2,2,4,False,False,True,True,False,False,
4208,cbded429cb984079398016efde5a5d00,Rural,America/Chicago,Fashion designer,1,68,12114.71,7.95348,15,1,1,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Mailed Check,-0.8646154793853376,-0.7605751285503369,-0.8287288801463952,4,5,5,6,2,4,5,3,False,False,False,False,False,False,-1.4295156004873555
4209,09da6b9be52cebc83aeed66e8f90b99b,Suburban,America/Chicago,"Engineer, agricultural",0,85,107570.9,12.70753,16,1,0,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),-1.265531297419782,1.455880419658989,-1.0992820028968533,4,3,4,3,5,3,3,4,False,False,False,False,False,True,0.8984853200356155
4210,482670c2ce3666af4f20341b7fcea02d,Suburban,America/Chicago,"Surveyor, building control",0,50,25598.66,9.390076,14,0,0,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,-1.2652738635335883,0.2870170474126589,-1.1360354522847682,2,1,2,1,4,3,3,2,False,False,False,True,False,True,0.2523271743791459
4211,2f98ef4a715610c5a58ef3639b843368,Urban,America/Chicago,Automotive engineer,2,41,25223.93,11.87416,12,0,2,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,-0.940254524564827,1.5716952854019142,-0.9260765633199372,2,3,2,3,4,4,3,3,False,False,True,False,True,True,0.9445653255628306
4212,31759e1ca05dbba0d7607647fec1c690,Rural,America/Chicago,Artist,4,60,31574.68,5.49158,12,1,2,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,-1.1574447285288236,0.2870170474126589,-1.009309887414648,5,5,4,2,5,4,4,4,True,False,False,False,False,True,0.2523271743791459
4213,4fe4da3246bfbe9a7cd863edb424c484,Urban,America/New_York,"Solicitor, Scotland",0,89,33406.38,9.677547,8,1,0,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Credit Card (automatic),-0.9681898263876973,-0.1783336596159276,-0.9154910354090746,5,4,4,3,3,4,6,4,False,False,False,False,False,True,-0.19642087827202712
4214,aefb90126f1fb65eddcb3e44ef603070,Urban,America/New_York,Communications engineer,0,80,12155.81,10.51222,12,4,1,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Mailed Check,-1.0179081875080238,-0.5270800446262168,-1.1976815172813553,4,3,3,4,4,4,4,4,False,False,True,False,False,False,-0.7488291323503703
4215,18c3d5c1d1b4087fd766fcd2ed250d71,Urban,America/New_York,Site engineer,2,60,25939.02,8.084497,12,1,0,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Electronic Check,-0.8671811198788589,-0.5278182677509756,-0.9989576939187246,3,3,4,4,3,3,5,3,False,False,True,False,False,True,-0.7503913415487299
4216,7aeb19898c5f0006ca8a049341c2a5d2,Suburban,America/New_York,Trade mark attorney,0,72,18774.29,10.4476,17,0,0,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Mailed Check,-1.0961976255446253,0.5202839109385883,-1.0024894031031162,5,5,4,3,3,4,3,5,False,False,False,False,False,True,0.41889710092854576
4217,56eb561abe8838ddec5a6b04dcf54b41,Urban,America/New_York,"Education officer, environmental",1,23,55241.85,9.205984,9,1,0,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Mailed Check,-1.0967047026044299,0.05512416383501806,-1.1065005319355639,5,5,3,3,5,3,3,4,True,False,True,True,False,False,0.05365845084188605
4218,0adb34a4c4e52c4e7473061aaf8085d4,Urban,America/Detroit,Theatre stage manager,0,40,24810.37,10.52577,12,2,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Mailed Check,-0.7408993417491098,-0.17730201026492406,-0.7879630826721898,4,3,3,2,5,3,2,2,False,False,False,False,False,False,-0.1951661083071675
4219,e4ca63022462c883ef712a3af1210970,Urban,America/Chicago,Health promotion specialist,0,30,39034.91,16.34933,12,3,1,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Electronic Check,-1.2260625263588998,-0.5277647058207883,-1.295328704810273,3,1,1,4,4,3,3,4,False,False,True,True,False,False,-0.7502779129917557
4220,067c4f2c8ba19067e8436e6bfb599f70,Urban,America/New_York,Armed forces training and education officer,0,24,38136.49,11.94896,19,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Electronic Check,-0.9989288770847967,0.05510320481885834,-1.0092923754009024,3,2,2,4,4,4,3,4,False,False,False,False,False,True,0.05363858661637961
4221,885c9b80138af4893c17d6ddee9e9871,Rural,America/Chicago,Information systems manager,6,30,31817.36,11.48473,11,0,0,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Electronic Check,-1.2329921761069673,-0.5273990874277688,-1.2883736927487763,3,1,3,4,4,3,4,5,False,False,True,False,False,False,-0.7495039832700613
4222,1b1061efe0f31ae3f67feb40f8631232,Urban,America/New_York,Public relations account executive,6,21,5853.02,11.25133,7,1,1,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Mailed Check,-1.1717641717142966,-1.8075778904033126,-1.2571759375241223,5,4,4,2,5,3,4,4,False,True,False,False,False,False,
4223,29d0c941d99da2c17650a0f765df44b1,Suburban,America/Los_Angeles,Photographer,0,76,48206.11,8.583463,13,0,0,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Electronic Check,-1.1471834145815112,0.7530943336681376,-1.231733362539793,3,3,4,5,3,4,4,3,False,False,True,False,False,True,0.5613824171941196
4224,ffce5740f8d15100a3393a817ec6ae2a,Urban,America/Chicago,"Administrator, local government",2,56,54715.58,13.86094,13,0,1,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Mailed Check,-0.6773362036260075,1.3972207909853283,-0.6255270257792801,5,5,5,2,5,5,4,4,False,False,True,False,False,True,0.87431006259337
4225,00cdcf25f012a86c5f00283b5712f1a4,Rural,America/Los_Angeles,Environmental health practitioner,3,33,41130.54,10.38794,13,1,0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Electronic Check,-0.741730981407903,0.05510320481885834,-0.7255242921460539,3,5,4,4,3,4,3,3,False,False,False,False,False,True,0.05363858661637961
